,PC1,PC2,PC3
120,6.481358,3.0678673,8.657637
121,5.7250133,2.6993732,5.965258
122,8.229685,1.5062804,6.763609
123,7.184623,4.2937174,7.5404277
124,5.6041613,2.129401,6.769534
125,7.0260057,3.9380052,8.045584
126,7.414053,4.371995,7.809437
127,6.0905232,3.4645555,8.054854
128,8.571846,1.4977428,6.407768
129,8.278423,1.6654708,6.605651
130,8.156487,1.5720636,6.854269
131,8.298704,1.634956,6.9232793
132,7.39243,4.0122924,8.262036
133,5.454322,1.5100899,8.895013
134,5.523946,2.3147206,6.649746
135,7.1780324,4.7699637,7.222017
136,7.0390334,4.854283,7.137888
137,7.341414,3.9461517,8.31104
138,5.8144603,2.648956,6.0065947
139,8.220422,1.7962394,6.5296335
140,5.841291,2.549666,6.1812253
141,6.354747,3.2145643,8.527072
142,5.597769,2.111228,6.820527
143,6.5571423,3.796855,8.274133
144,8.229753,1.4897116,6.777426
145,7.218658,4.2314897,7.588904
146,6.0685387,2.9249377,6.945045
147,6.6380563,3.177066,7.9412923
148,5.816788,2.303659,6.451601
149,5.815943,2.6805239,6.0881743
150,8.587895,1.5077016,6.4157925
151,7.0842085,4.8475995,7.0609074
152,6.6551566,3.1929998,8.649057
153,5.998191,3.360897,7.8162155
154,7.123566,4.658666,7.287007
155,6.470605,2.9782822,8.730201
156,7.313808,2.6348114,6.903093
157,7.0521293,4.422145,7.2803144
158,7.2270546,3.8768585,8.327731
159,5.7139635,2.621962,6.0168033
160,7.3874693,4.2212343,7.8947315
161,7.097149,4.8574734,7.11448
162,7.226356,4.361411,7.5322285
163,6.9437785,3.3729253,7.6161823
164,8.099112,1.4457428,7.0179715
165,5.544277,1.3974518,9.143694
166,7.406256,4.06591,8.178514
167,8.546389,1.5171642,6.4551926
168,7.0580363,4.869318,7.1038837
169,6.8171587,2.6607473,6.990377
170,6.418105,2.9844143,8.643979
171,8.263023,1.5384238,6.662458
172,7.026722,2.876357,7.1387486
173,6.2912974,3.0145423,7.225123
174,6.151964,2.841835,6.9445114
175,5.8007746,2.2325177,6.512477
176,5.5498657,2.1979754,6.7075005
177,5.5743704,2.1990228,6.763944
178,6.3774705,3.0671957,8.612303
179,5.3699007,1.6040329,8.872654
180,6.5139184,3.2928805,8.0275345
181,5.5648956,1.3618162,9.242472
182,5.869168,1.3671831,9.187657
183,5.7513824,2.6168728,6.0355926
184,8.566587,1.4704546,6.407204
185,6.196252,3.5981967,8.369005
186,7.292401,4.1184278,7.9508376
187,5.8077145,2.2348056,6.532018
188,6.3925686,3.5287437,8.466695
189,5.660269,2.1598835,6.7226686
190,5.4971147,1.4714475,9.114626
191,5.4742804,1.3077074,9.041104
192,5.500153,1.4720621,9.153513
193,8.047709,1.4488254,6.591596
194,7.217397,4.4677434,7.4461546
195,8.411218,1.713476,6.6274724
196,7.0552273,4.8821764,7.108912
197,7.861686,3.563199,6.384836
198,7.865707,3.518269,6.330885
199,8.488753,1.6265993,6.51971
200,5.4793816,1.1517507,9.285506
201,6.8055854,-2.133464,10.98568
202,5.4670386,0.81336075,9.359697
203,7.2669535,4.0216875,8.111024
204,7.12763,-1.9224697,11.193862
205,7.1483393,-1.8782252,11.28336
206,6.882585,-2.4355001,11.816635
207,7.005413,-2.2244034,11.5271845
208,6.521273,-3.1250737,10.969676
209,6.972801,-2.3562586,11.038736
210,7.015045,-2.3541908,11.336782
211,7.1983247,-2.1926732,11.397187
212,7.15489,-2.0706336,11.421969
213,7.1599092,-1.996736,11.446723
214,6.5580115,-3.239316,10.969456
215,7.2235684,3.7715185,8.057826
216,7.1392827,3.629563,7.886631
217,7.0686903,3.5775735,7.861116
218,6.904778,-2.5714052,11.955862
219,7.056869,3.5251398,8.364286
220,6.1310234,2.911313,6.818124
221,5.8151073,2.6905718,6.016145
222,6.170823,2.864319,6.9330325
223,6.156268,3.7106485,8.025732
224,6.3895783,4.1764874,7.439978
225,5.9527407,3.369264,7.811405
226,6.9274926,4.5233436,7.3962936
227,7.309699,-2.1262567,11.2624655
228,7.285359,-2.1542714,11.559332
229,7.449925,-3.8845942,10.506583
230,7.381354,-3.8887646,10.545423
231,6.9838276,-2.6508877,11.757178
232,6.84051,-2.7724278,11.866984
233,7.352414,-2.3838048,11.385477
234,6.7332215,-3.28735,11.044964
235,7.2761154,-2.6472464,10.800872
236,7.2474113,-2.5811203,10.852429
237,6.1142273,2.757209,6.6940536
238,7.830823,2.1108007,6.9287724
239,5.8725543,3.1703188,7.075
240,8.548941,-3.7843223,10.345347
241,6.1870327,3.8664255,7.5855083
242,5.8314095,3.1398041,7.3171706
243,6.6944513,1.2344267,8.387537
244,6.189674,2.0767422,6.934367
245,6.807083,-2.4458442,11.572167
246,6.052471,1.5915488,8.519397
247,6.240446,2.0341468,8.522236
248,6.856827,1.1854936,7.9291167
249,6.8656826,1.3526182,7.9081445
250,7.0577765,3.521462,7.0748
251,6.7041807,1.493465,8.03534
252,5.926058,1.6056635,8.591395
253,6.4428215,1.3194846,8.5177355
254,7.45035,2.49966,7.0093546
255,6.35783,2.4666893,8.6751995
256,7.423181,2.5050108,6.9813848
257,7.2876573,1.9042915,6.836684
258,6.474629,2.0394728,8.699192
259,6.469288,2.0014758,8.482087
260,6.4598207,2.238653,8.568811
261,6.5565033,1.6466833,8.172849
262,6.0879884,2.021204,7.0106144
263,6.2686944,2.354571,8.746723
264,6.3074927,1.4642069,8.837598
265,6.6477175,1.5299026,8.0455675
266,5.946186,1.6232749,8.686349
267,7.388177,1.95059,6.6516848
268,7.391315,1.8223107,6.8021383
269,6.352473,1.2622961,8.582477
270,7.241028,1.908212,6.9240775
271,7.4158897,1.8028691,6.6982517
272,6.4965744,1.6224755,8.134136
273,6.6313486,1.5528278,7.998166
274,7.3982263,2.5786543,7.037757
275,7.1718826,2.854729,7.467351
276,5.933775,1.5524076,8.9117
277,7.1255536,0.2523473,8.828441
278,7.138557,0.21360154,8.889133
279,7.192144,1.0088083,8.675887
280,7.5022717,1.3379467,8.566333
281,6.5496655,1.1898143,8.801517
282,6.977294,0.85979927,8.824549
283,7.496628,1.4725444,8.020837
284,7.575934,1.4412551,8.597662
285,7.3749566,0.65662783,9.024914
286,7.427668,0.6951313,9.119465
287,7.342197,0.60659707,9.127408
288,6.609328,-2.4356678,10.954773
289,6.684318,-2.7917304,11.053116
290,6.541347,-3.0968552,11.075475
291,6.7784576,-2.7326741,11.073865
292,7.4779196,1.7249043,6.696073
293,6.8851414,-2.3209367,11.626252
294,6.628003,2.0645194,8.394816
295,7.50405,1.0350351,9.050612
296,6.8616705,3.5137217,7.8344636
297,7.565927,1.1746473,8.85735
298,6.5494647,2.1723366,8.608233
299,6.2021866,2.0328484,6.9452662
300,7.3269877,0.76185966,8.963061
301,7.4704576,0.94464535,8.911316
302,6.9502025,-3.5127916,10.4741745
303,7.2439284,0.8790441,8.874313
304,6.7084346,-3.013257,11.863307
305,7.1402774,-2.7004263,11.376547
306,6.635698,-3.076837,11.697005
307,6.67815,-3.2021832,11.181077
308,6.97034,-2.770397,10.962407
309,7.332026,-2.4514618,11.217204
310,7.234712,-3.8938105,10.575435
311,7.0294957,-2.6795046,11.715323
312,7.1880016,-3.790644,10.827993
313,6.8445663,-2.6974108,10.908212
314,6.710119,-3.1563358,11.561143
315,6.928655,-3.0078423,11.166589
316,7.201154,-3.789215,10.836972
317,6.644461,-3.294714,11.160273
318,6.6889076,-3.1885095,11.223472
319,7.145035,-3.8464758,10.732173
320,7.3147063,-2.8391702,10.610739
321,7.0578995,-3.0116937,10.903957
322,7.369376,-3.090569,10.388292
323,7.308886,-3.2559288,10.483912
324,7.2138724,-3.3788562,10.334365
325,6.692321,-3.2664618,10.968578
326,6.8683853,-2.3485787,10.691563
327,7.4186053,0.7201698,9.161896
328,7.5104213,1.7113439,8.589556
329,6.868079,1.3123003,8.159402
330,7.0821633,0.21702206,8.783383
331,7.2693305,1.1778799,8.44565
332,7.3928747,1.3526489,8.365391
333,7.986093,-3.4164584,10.315353
334,6.599116,-3.2783878,11.34998
335,7.0800953,-3.8015323,10.820858
336,7.2096047,-3.7386618,10.634039
337,6.648051,-3.2345948,11.48859
338,8.077272,-3.191972,10.837266
339,6.938837,-3.2563617,11.455886
340,6.586634,1.0752516,8.762826
341,7.3839445,-2.423058,11.42517
342,7.146183,-3.014803,11.394958
343,6.7683554,-3.1482136,11.710455
344,6.849281,-2.9123883,11.833531
345,6.8945613,-3.3250897,11.566547
346,7.230339,-3.953829,10.727426
347,7.81556,-3.449164,10.238391
348,7.0906634,-3.2151985,10.996553
349,7.629774,-3.6792605,10.339525
350,8.134511,-3.0911644,10.896843
351,7.206518,-0.11096914,9.030368
352,7.1472626,1.3911479,8.697384
353,8.147745,-3.0280557,10.932017
354,8.218827,-3.5745482,10.241413
355,7.3800325,1.5137795,8.5448675
356,7.634449,-3.157892,10.221751
357,7.484011,-3.3863788,10.633853
358,7.585282,-2.646653,11.180766
359,7.8232427,-3.0600734,11.034582
360,7.699714,-3.6560614,10.810669
361,7.542598,-2.6667817,11.179206
362,7.6798654,-2.8207557,11.068448
363,7.6965404,-2.7682781,10.966217
364,8.1843405,-3.31822,10.768786
365,8.6024275,-3.6229382,10.457635
366,8.561582,-3.5347934,10.585017
367,7.2516,-0.14232247,9.039391
368,7.9082975,-3.0381207,10.976739
369,7.7944913,-3.8373568,10.492988
370,8.594693,-3.6811893,10.491497
371,8.234268,-3.1784878,10.844076
372,6.209051,1.2918786,9.064157
373,8.346344,-3.701611,10.269237
374,8.29216,-3.6573598,10.324893
375,7.9241233,-3.4810922,10.827363
376,7.712395,-3.839515,10.575562
377,8.163469,-3.5618882,10.215832
378,8.217897,-3.7562194,10.400011
379,8.170635,-3.7698736,10.3760605
380,8.114296,-3.7948465,10.421154
381,8.041588,-3.8670762,10.439522
382,7.901582,-3.885979,10.5400305
