,PC1,PC2,PC3
148,-3.6903093,3.3144042,20.748602
149,-1.1289142,8.910361,22.050526
150,-9.387747,23.653711,-5.988247
151,-12.271425,-5.6764574,-5.1425495
152,-18.233526,-12.643372,-0.07880013
153,0.9372245,-15.42038,15.382871
154,-8.560612,-16.554342,-5.995616
155,-15.30486,-17.052485,1.4205992
156,-7.6846323,-0.33560303,-18.689608
157,-6.0548754,-10.746056,-11.908213
158,-8.959662,-9.546264,2.0909643
159,-1.6723119,5.0859165,26.472862
160,-28.79092,-19.02362,-1.5343841
161,-18.459324,-20.126472,-7.9872913
162,-12.345735,-21.814957,-6.2044663
163,-6.5577173,-21.80752,16.048658
164,2.538143,26.212044,-0.64441943
165,8.198284,5.404493,17.805262
166,-14.616354,-16.382755,-4.1232457
167,-6.095801,19.934208,-9.142103
168,-13.22533,-17.1821,-10.47544
169,-10.137825,-0.4925954,-14.739716
170,-23.440752,-12.869152,2.1242893
171,-1.30016,28.494373,-6.666631
172,-7.499485,-4.6382446,-16.005919
173,-3.8970804,-16.228777,19.297192
174,-4.2949624,-9.914435,22.524807
175,-7.4363384,2.8220932,16.441475
176,-2.498556,2.1125531,14.30811
177,-3.996441,-2.214756,17.394316
178,-20.674189,-18.465834,3.0498652
179,-8.438846,1.8473427,-11.213487
180,-12.406272,-22.804655,16.235086
181,10.911038,10.01527,16.774529
182,6.8710093,4.8019032,8.72525
183,-5.6830854,7.920219,18.390774
184,-10.778471,21.716768,-10.985029
185,-10.425813,-12.553242,8.654974
186,-20.526258,-17.006968,-3.0055132
187,-0.32954526,5.968763,17.44046
188,-14.658108,-17.398031,8.40155
189,-1.7930695,-1.2857805,23.160585
190,10.497062,4.534747,13.504503
191,14.899011,7.325142,13.982251
192,10.6285305,9.263097,11.793263
193,-0.92993635,27.046276,-17.18162
194,-8.114258,-10.396322,-4.176257
195,-13.185798,19.823746,-18.631395
196,-17.499151,-8.08106,-7.8555703
197,-17.305431,5.0958285,-9.777054
198,-16.290964,7.911028,-11.722021
199,-14.636999,16.986555,-16.452606
200,12.218548,-0.8243916,15.397777
201,10.5145,-23.192558,10.58916
202,13.040059,-4.549588,10.409188
203,-4.8471737,-15.211397,-13.495304
204,8.944833,-27.358236,8.761034
205,7.7057285,-29.127546,4.2552195
206,10.504022,-23.742916,-7.1110373
207,8.712477,-22.477362,-2.931483
208,15.635613,-5.712006,5.313066
209,13.308624,-21.916708,7.3619423
210,9.427354,-20.120651,1.0672765
211,10.945428,-26.966068,-0.2685991
212,7.0888762,-27.73392,-1.014444
213,9.978913,-32.187687,-3.6939962
214,20.900585,-5.1149907,7.817132
215,-8.081359,-27.963196,2.0517957
216,-10.059135,-27.243975,10.281351
217,-5.7843127,-28.75301,10.512166
218,11.440166,-28.215746,-11.624025
219,-11.754101,-29.2555,2.5745142
220,-10.247027,-7.969475,24.347094
221,-12.704648,0.7292244,27.563269
222,-7.1078386,-9.6515465,19.095995
223,-2.7608907,-15.054721,3.3267248
224,2.6252139,-11.18615,-0.01598863
225,2.1869428,-7.473951,17.30676
226,-2.3275511,-18.990957,-0.014931542
227,12.524361,-29.758762,5.9711742
228,15.388204,-31.806902,-0.5578119
229,36.55278,0.36496532,-2.5527828
230,35.371723,3.536292,-6.434939
231,17.173328,-22.474743,-9.985155
232,16.696531,-24.388163,-13.160253
233,16.11118,-27.497004,1.9684386
234,21.131145,-6.267991,1.7792431
235,28.245108,-17.655712,12.978799
236,25.237638,-15.375485,12.79518
237,7.49139,-31.537533,-9.863919
238,0.37172407,-7.565743,32.7143
239,-0.70460165,-6.1013346,6.0160375
240,30.216896,11.701024,17.639818
241,-0.9270577,-9.340137,2.0686677
242,-0.48150235,-5.646921,10.212202
243,-1.232162,9.548319,3.4683726
244,-2.6514971,14.793433,11.369834
245,29.780355,-17.650354,-4.6941805
246,7.3557568,17.310421,3.4087615
247,-4.4551005,5.1100254,-3.106607
248,17.116701,18.99384,-2.445158
249,9.254063,20.194933,0.038557466
250,-19.781435,-6.707751,-24.251606
251,8.642551,17.559664,-6.870859
252,1.4100815,16.797506,5.970961
253,2.7404523,10.557768,2.5665095
254,-3.7016277,6.68304,-24.532917
255,2.9802,2.4882689,-6.846991
256,-7.8190017,7.0774856,-22.938702
257,-0.27544546,16.98974,-14.113135
258,3.3934047,4.325685,-1.6208096
259,6.409206,7.5877247,-5.080165
260,-2.3072064,-0.27594963,-10.349434
261,6.8368564,12.5903845,-8.397146
262,-3.6334422,10.073534,11.473406
263,0.607983,5.160701,-6.6388645
264,6.2379017,6.6408243,2.9221406
265,9.882404,9.682937,-9.93548
266,7.2518535,13.354231,7.282403
267,-6.9863205,12.874401,-16.747108
268,-1.0576543,14.242895,-17.439789
269,10.56077,9.791307,-0.45262405
270,4.2176538,11.983431,-14.077527
271,-2.2466896,13.147329,-13.169289
272,10.90329,12.348163,-6.525176
273,10.99214,14.370985,-12.29832
274,-4.1975884,6.044555,-19.664764
275,0.17958066,-7.530054,-8.570679
276,5.495455,15.7387705,12.13071
277,24.427183,11.441489,-15.655954
278,23.80292,8.183752,-13.097391
279,10.978608,0.55306023,-26.759487
280,5.0052137,-1.4869647,-21.137655
281,9.254302,3.234292,1.4235291
282,14.290605,-1.7049541,-27.237095
283,6.2997093,3.990012,-12.9516535
284,6.4054904,-3.8845675,-17.93371
285,17.188282,6.6847134,-21.056345
286,14.4795475,4.4932103,-16.415209
287,20.249014,2.0096765,-15.618096
288,12.945803,-16.990305,12.391903
289,16.406109,-13.90611,8.08367
290,28.632477,-13.583776,-2.6159816
291,16.371206,-16.554146,5.154002
292,0.39080077,20.385006,-19.598484
293,6.0949473,-17.523228,-7.4235563
294,6.431413,-10.836954,-11.782239
295,13.927183,-4.524981,-14.147394
296,-23.448929,-11.624341,20.933928
297,10.788152,-4.2461834,-18.743704
298,-0.07324998,-2.6244981,-4.998773
299,-5.1687202,6.653865,8.482992
300,15.8957815,2.1789548,-22.601954
301,10.656152,1.8859627,-21.198858
302,42.313614,-8.447932,-6.821637
303,16.505718,-3.240872,-21.841019
304,21.963907,-21.353981,-14.164658
305,22.178814,-18.670713,-1.0644872
306,26.926435,-16.041399,-12.753878
307,23.650446,-11.875766,-2.545983
308,23.73011,-19.696695,5.2212405
309,22.31193,-23.476297,1.3300811
310,36.755547,-5.274779,-6.4981265
311,26.530426,-23.368763,-1.4823886
312,29.49599,-5.99822,-4.0293784
313,20.369068,-21.011595,8.513824
314,22.832548,-16.87825,-9.832162
315,21.67182,-14.666243,2.6835096
316,33.0021,-4.1936274,-1.674248
317,25.720455,-9.589573,0.9448588
318,23.977022,-7.43361,-2.8720284
319,33.67914,-9.03155,-5.8780303
320,30.042036,-16.75886,7.171141
321,24.400944,-12.616192,6.82156
322,33.850765,-15.776319,5.462113
323,34.951893,-11.992345,1.6607876
324,39.53151,-8.276116,-0.9031751
325,21.815815,-2.3935506,-5.679834
326,22.2084,-24.176247,10.477293
327,17.488384,-1.2645482,-14.267425
328,2.150474,-10.533746,-23.60373
329,12.713737,19.504013,-6.582715
330,21.030903,13.3258095,-11.589586
331,5.1814456,-0.7866551,-27.226072
332,3.6095576,-5.027277,-27.628052
333,27.585209,4.769885,6.1846395
334,25.550568,-10.143325,-7.603015
335,28.066652,-2.607812,0.1621611
336,31.121166,-7.7919583,0.15120505
337,22.19441,-14.503494,-13.173563
338,25.54628,0.43324068,11.404867
339,12.970342,-11.291418,-5.6783586
340,14.351176,3.1864202,-2.341358
341,16.809977,-22.535118,-1.7720389
342,15.503705,-15.080251,-2.516928
343,17.746521,-15.004936,-10.428513
344,14.946317,-18.834946,-14.133721
345,18.18769,-12.135411,-6.597603
346,30.187366,-1.5334029,-7.5858583
347,26.270363,13.099509,4.176175
348,21.774937,-8.385856,11.792301
349,43.931614,-0.62346625,2.4531689
350,21.785164,-5.439446,17.544685
351,28.607624,6.422465,-11.606277
352,11.662766,-0.99904054,-5.352116
353,29.543491,-6.1260777,20.327269
354,28.616148,10.178035,7.733853
355,8.26137,-0.736861,-9.572125
356,27.03856,11.834959,-2.5249493
357,21.571941,17.691305,-1.6765641
358,36.648987,-7.8396416,14.306813
359,32.022343,-6.5938406,9.945344
360,33.383293,-3.4429371,5.3401747
361,36.859196,-9.97896,11.353739
362,41.08455,-5.674525,11.436297
363,30.516476,-10.6371155,15.293249
364,31.748327,-0.59071875,15.845352
365,27.421108,8.317737,18.0367
366,28.969511,4.707237,20.131285
367,26.775032,11.820444,-6.4119425
368,28.381739,-4.188491,12.245213
369,41.840847,-0.36224133,6.2250614
370,33.234547,8.207704,19.844585
371,26.594149,-1.7992172,17.488192
372,6.0068717,0.118687965,5.6271214
373,32.67239,12.758183,10.194251
374,30.357677,8.220321,11.215819
375,33.76448,-0.38722667,11.846021
376,35.271824,1.7944542,3.6357107
377,32.665318,10.216539,4.028015
378,40.243866,6.9508533,14.180415
379,36.97394,9.576239,10.671144
380,37.48688,4.695919,9.710088
381,41.38789,9.355868,6.126844
382,37.784523,4.9710655,4.0731792
