,PC1,PC2,PC3
88,-1.3127066,7.1022925,9.856906
89,-1.8720573,6.3048315,9.2905655
90,-1.0176013,7.5385437,10.443177
91,0.21499664,9.828695,6.25318
92,3.824963,12.434238,3.8750846
93,2.4990978,11.482389,4.1316876
94,0.49216,9.211072,5.1520133
95,3.9151423,11.92139,4.181249
96,1.9527287,10.76785,4.215016
97,3.699326,10.968592,4.8312755
98,1.5673351,11.72199,4.07898
99,3.5407848,10.882632,4.7263904
100,2.533769,10.809858,4.5845737
101,1.7672323,10.546513,4.295283
102,3.5484083,10.90252,4.742983
103,3.7955728,12.265607,3.7143357
104,4.0491066,10.932424,4.167432
105,3.956301,12.092866,3.6401255
106,1.3882813,12.5478325,4.8118496
107,1.1534538,8.941951,4.961289
108,-1.3398399,10.019009,4.7595906
109,3.3749585,12.4485855,3.8442357
110,4.2380257,11.0005045,4.028662
111,3.7222736,12.353162,3.7037783
112,1.5293407,8.904504,4.7808394
113,4.198708,11.020883,3.9065948
114,-1.3096191,10.117307,4.7254663
115,3.9723904,11.956361,3.4780424
116,1.3071065,9.104857,4.884946
117,-1.256324,10.142762,4.976169
118,3.7701507,12.191149,3.6488078
119,4.1113925,11.176149,4.578165
120,3.9807174,11.961354,3.475
121,1.5192136,12.518613,4.791482
122,1.1306798,8.924001,4.942832
123,4.0693517,11.138024,4.5524163
124,1.4283898,11.886686,4.1090975
125,3.9498894,11.449335,4.0842495
126,4.165829,11.044846,4.3653355
127,3.2636228,12.358657,3.806172
128,1.5472486,8.891272,4.7535844
129,1.4530189,8.894312,4.9054756
130,1.3009093,9.057699,4.857356
131,1.2820162,9.104464,4.928704
132,4.1925526,11.070749,3.906656
133,-1.3774914,10.054854,4.812209
134,1.5304823,12.029987,4.019609
135,4.4430084,11.389193,5.128809
136,4.396973,11.421763,5.1228285
137,4.1540184,11.045484,3.9437773
138,1.5576304,12.424642,4.7074237
139,1.3839747,9.035581,4.9053054
140,1.4587356,12.360889,4.6619577
141,3.8367145,12.215278,3.5925672
142,1.3524032,11.99029,4.241874
143,3.8099198,12.014249,3.9530687
144,1.209016,9.002702,5.0311723
145,4.1505837,11.159165,4.531957
146,2.2334392,11.874917,4.304826
147,3.2684581,11.795835,3.9228103
148,1.3787197,12.166971,4.4927607
149,1.4380642,12.424013,4.692229
150,1.5020362,8.971215,4.8108554
151,4.353621,11.474325,5.0724964
152,4.1174426,11.720605,3.5359735
153,3.0650709,12.313885,3.933428
154,4.1892104,11.36601,4.9136734
155,4.0749397,11.889546,3.4978414
156,2.092775,10.425944,4.734434
157,4.1078615,11.3402195,4.883307
158,4.104492,11.218694,3.8112729
159,1.4483838,12.56908,4.786551
160,4.1809607,11.039224,4.3058233
161,4.341819,11.449832,5.1190453
162,4.084921,11.212214,4.579567
163,3.1877234,11.492069,4.210552
164,0.8236348,9.148325,5.1538754
165,-1.3882183,9.943863,4.859913
166,4.2326827,11.015979,3.9747949
167,1.604587,8.892134,4.7219067
168,4.380127,11.406772,5.0986958
169,2.0843077,10.762872,4.6009235
170,4.0501657,11.911936,3.566517
171,1.2143135,8.959253,4.96784
172,2.3029199,10.665158,4.668542
173,2.6300478,11.795983,4.1549172
174,2.1519902,11.860797,4.2457457
175,1.3958782,12.076858,4.4109845
176,1.4403424,11.992132,4.1206894
177,1.5520798,12.035049,4.0029244
178,3.9408705,11.986733,3.4250634
179,-1.332955,9.998184,4.693632
180,3.422429,11.95254,3.8740253
181,-1.3591985,10.021629,4.869356
182,-1.2937484,9.923586,5.07992
183,1.4223704,12.470669,4.727522
184,1.5565856,8.953498,4.7736673
185,3.710163,12.4055805,3.7714047
186,4.1759105,11.033782,4.2663264
187,1.3916291,11.981802,4.4375086
188,3.7257924,12.180678,3.640003
189,1.3884057,11.937279,4.2113214
190,-1.4327999,9.958392,4.7566648
191,-1.3579435,10.082183,4.849467
192,-1.2404803,10.081398,4.8341613
193,1.0653635,8.936564,4.974813
194,4.16419,11.213743,4.6622825
195,1.7118491,9.164561,4.7656436
196,4.356139,11.421349,5.076845
197,2.2810953,9.566594,4.1690264
198,2.1944883,9.528279,4.2135983
199,1.6296878,9.142195,4.7114105
200,-1.642875,9.853176,4.919367
201,-0.4759506,7.6521125,9.973126
202,-1.7430124,9.738692,5.0809197
203,4.1736956,11.281596,4.0653563
204,-0.48320538,7.8399754,10.319287
205,-0.45138684,7.972048,10.495355
206,-0.95498395,7.685107,10.904359
207,-0.70325845,7.6439886,10.717024
208,-1.3785442,6.679651,10.222667
209,-0.74004596,7.4668756,9.923933
210,-0.675351,7.569782,10.469999
211,-0.59366095,7.845321,10.578696
212,-0.622935,7.8216577,10.590732
213,-0.6634467,7.911768,10.680938
214,-1.5215198,6.6416874,10.186379
215,3.8866713,11.161145,3.9158466
216,3.5937707,11.324901,4.039606
217,3.5520275,11.4321995,4.021663
218,-1.0427436,7.825596,10.964435
219,3.9199603,11.424948,3.776299
220,2.2843869,11.91712,4.3376
221,1.4592246,12.531341,4.7872834
222,2.2238243,11.821456,4.275397
223,3.553059,12.332205,4.118149
224,3.9053447,11.932372,4.782837
225,3.025899,12.433995,3.8746736
226,4.2192116,11.520007,4.9147243
227,-0.66863865,7.8120356,10.408298
228,-0.805229,7.7472086,10.615228
229,-2.0445545,6.285599,9.214021
230,-2.0010736,6.251601,9.321798
231,-1.3210678,7.6700673,10.889991
232,-1.376703,7.602084,10.836208
233,-0.9057971,7.646952,10.512759
234,-1.5633602,6.6829205,10.100477
235,-1.4251795,7.245076,9.402634
236,-1.5066592,7.169296,9.476882
237,-0.68140113,8.085435,10.751035
238,1.812293,10.597083,4.353176
239,2.2542975,12.392785,4.3203034
240,-2.097944,7.017515,8.326468
241,3.5579906,12.240927,4.400146
242,2.4501848,12.396398,4.067353
243,0.07070588,10.396207,5.818192
244,1.2080792,11.6173725,4.57388
245,-1.214891,6.8776555,10.438803
246,-0.62707245,9.602351,5.2192707
247,-0.3723793,9.28175,5.5891895
248,-0.0067783617,9.552767,5.5223374
249,-0.026081027,9.464842,5.448892
250,3.2744963,10.778331,4.796475
251,-0.043806296,9.835815,5.610944
252,-0.8060295,9.840618,5.0162992
253,-0.622634,9.90925,5.5669765
254,2.0005608,10.326566,4.7881074
255,-0.31070843,9.304941,5.8921514
256,1.967391,10.292461,4.8119903
257,1.2640514,9.872611,4.9029117
258,-0.43544042,9.38262,5.8710175
259,-0.34940022,9.494861,5.7519207
260,-0.3635336,9.107308,6.1009336
261,-0.17711224,9.7161255,5.5824695
262,1.2212772,11.646621,4.5195527
263,-0.35767174,9.260289,5.8675723
264,-0.8240516,9.81875,5.619821
265,-0.13527809,9.754906,5.5461936
266,-0.9579192,9.890445,5.126263
267,1.4506444,9.968287,4.7707777
268,1.3460627,9.849894,4.9446983
269,-0.6400641,9.950937,5.655811
270,1.1926779,10.07405,4.722111
271,1.2931317,9.923222,4.792696
272,-0.092900395,9.769737,5.5053935
273,-0.17843677,9.755287,5.513385
274,2.093845,10.386499,4.8848433
275,2.191219,10.477672,4.934491
276,-1.0336819,9.841129,5.241167
277,-0.4928222,9.012663,6.44326
278,-0.61168265,9.013388,6.6638565
279,0.074251816,10.306766,6.254273
280,0.3746875,10.188144,6.414356
281,-0.65685403,9.904477,5.7937937
282,-0.25284535,10.28547,6.3012
283,0.51801974,9.613156,5.746403
284,0.6262869,10.055347,6.380308
285,-0.25185773,9.951551,6.596331
286,-0.35661355,10.014477,6.6947055
287,-0.4938842,9.831112,6.6762586
288,-0.57444304,7.4385962,9.822644
289,-0.8893308,7.2475185,9.858606
290,-1.551,6.612133,10.110104
291,-0.87079257,7.222809,9.868956
292,1.2549393,9.764681,4.955238
293,-0.9034376,7.1158915,10.572022
294,-0.5080425,9.132169,6.2024674
295,-0.064360335,9.893675,6.765463
296,3.3351023,11.5638485,4.2278223
297,0.20879602,10.156288,6.671557
298,-0.36978567,9.209044,5.963483
299,1.1762459,11.70258,4.7119865
300,-0.0983821,10.220335,6.488448
301,0.06745635,10.244163,6.585436
302,-1.5285815,6.2215786,9.503372
303,-0.08000536,10.220345,6.5467696
304,-1.5316825,7.553304,10.778327
305,-1.1436847,7.15597,10.215047
306,-1.6532009,7.3544884,10.584703
307,-1.6422107,6.7236495,10.014322
308,-1.1513091,7.281193,9.890676
309,-1.1246685,7.349775,10.223136
310,-1.7719725,6.127292,9.613602
311,-1.2429878,7.118639,10.441984
312,-1.8901051,6.385867,9.704109
313,-0.9046464,7.39657,9.837193
314,-1.6744466,7.435968,10.617971
315,-1.3085344,7.1547213,9.9226675
316,-1.9662979,6.341746,9.630077
317,-1.5282458,6.6157985,10.038734
318,-1.6820914,6.728834,9.927257
319,-1.8491384,6.2035217,9.8170395
320,-1.495504,6.9563932,9.222679
321,-1.4424621,6.927887,9.654798
322,-1.5634273,6.6863656,9.094088
323,-1.6192966,6.48889,9.36992
324,-1.6393281,6.3652625,9.32927
325,-1.5014327,6.5578976,9.916156
326,-0.92795,7.638047,9.625913
327,-0.37020788,9.9709835,6.6711774
328,0.6158612,10.105748,6.2614765
329,-0.0063203042,9.785978,5.685333
330,-0.5652725,9.002938,6.56218
331,0.20392202,10.189623,6.2635493
332,0.42174405,10.2014475,6.1938043
333,-1.8455272,6.75458,8.668186
334,-1.6523218,6.8226247,10.112274
335,-1.8943552,6.350977,9.757953
336,-1.9486406,6.3471894,9.746253
337,-1.6609305,7.402719,10.573634
338,-2.029945,7.337842,9.057312
339,-1.5835927,7.285153,10.219679
340,-0.60421246,10.049055,6.039372
341,-1.0948421,7.4716597,10.34073
342,-1.4267217,7.2918963,10.051276
343,-1.6135887,7.483254,10.534193
344,-1.4106787,7.654763,10.868675
345,-1.6227574,7.2546372,10.251869
346,-1.9968456,6.310349,9.618793
347,-1.7346338,6.7109013,8.838436
348,-1.6096903,7.0643444,9.827874
349,-2.1271303,6.4375176,9.004514
350,-1.9432472,7.563682,9.307773
351,-0.7994519,8.72594,6.9393053
352,0.08056775,9.681565,6.279927
353,-2.0085528,7.604368,9.105743
354,-1.9293618,6.790115,8.535962
355,0.2510142,9.667838,6.198707
356,-1.7101395,6.857847,8.740223
357,-2.1015306,6.8446975,9.19747
358,-2.0891998,7.361786,9.543066
359,-2.213094,7.288384,9.389404
360,-2.2678947,6.7787786,9.293045
361,-1.9657725,7.344439,9.649825
362,-2.0959187,7.148143,9.452775
363,-1.905935,7.411192,9.3747
364,-2.2634137,7.302836,9.023689
365,-2.124531,7.1974163,8.364125
366,-2.212254,7.2632346,8.508551
367,-1.5866956,7.223615,8.342921
368,-2.1434784,7.384586,9.231884
369,-2.2491689,6.522987,9.017254
370,-2.2379184,7.0201697,8.408605
371,-2.185362,7.4445386,9.011648
372,-1.0789084,9.841193,5.508629
373,-2.1272967,6.7350154,8.455837
374,-2.0391734,6.7990007,8.546488
375,-2.228332,7.1292763,9.150632
376,-2.2278907,6.4506,9.1164875
377,-2.0109212,6.779455,8.650231
378,-2.2077281,6.6846395,8.49457
379,-2.256962,6.708064,8.56198
380,-2.320049,6.5873737,8.762378
381,-2.336215,6.615588,8.696136
382,-2.2978685,6.5549436,8.916706
